# pycats ICE prioritization — advisory ranking spine (#449, spec #199).
# ICE = I x C x E  (Ease multiplies). Rank ties break by lowest issue# (FIFO). Rubric (lccjs, verbatim):
#   I (Impact):     3=massive 2=high 1=medium 0.5=low 0.25=minimal
#   C (Confidence): 1.0=high 0.8=medium 0.5=low
#   E (Ease):       10=trivial 7=easy 5=moderate 3=hard 1=very-hard
# Composition: ICE is the slot-3 sort key under bug -> blocker -> ICE (never floats above a bug).
# Scoring: full open-queue refresh (2026-07-06T18:11:14-1000, #679) grounded in the issue-review-skill readiness
#   rubric: verdict->C (READY=1.0 / NEEDS WORK=0.8 / BLOCK=0.5), single-deliverable+file-specificity
#   +scope->E, feature-role->I. Impact snapped to the {0.25,0.5,1,1.5,2,3} grid. Open to human
#   refinement (edit any row; the git diff is the review gate).
# actionable=0 rows are containers/epics/trackers (never ranked, kept for reference; #199 rule).
# Skills read this file via `grep -v '^#'`, so these comment lines are ignored by parsers.
issue,title,type,I,C,E,ice_score,ice_rank,tier,yegor_priority,actionable,provisional,labels,notes,updated_iso
663,Replace modal start overlay with below-grid msg,dev,1.5,1.0,7,10.5,11,,,1,0,"enhancement,area:screens",Tight regression fix (skin cycling broken post-confirm); failing-test state described explicitly,2026-07-06T18:11:14-1000
241,DEV: revert hitbox overlay default OFF pre-release,dev,1,1.0,10,10.0,12,,,1,0,"enhancement,area:display",Well-scoped revert w/ acceptance criteria + exact files; blocked on #125 reaching release-prep.,2026-07-06T18:11:14-1000
337,"Convention: cite code by file+symbol, not line#",docs,2,1.0,5,10.0,13,,,1,0,"documentation,area:tracker",Clear convention + grep-measurable sweep across pycats/ and docs/; H:40m estimate given,2026-07-06T18:11:14-1000
445,decision: adopt audio subsystem for menu feedback,decision,1,1.0,10,10.0,14,,,1,0,"decision,area:screens",Clean 3-option decision w/ mixer/dummy-driver constraints and explicit yes/no next-step path.,2026-07-06T18:11:14-1000
504,research: mutation/revert-check combat+goldens,research,2,1.0,5,10.0,15,,,1,0,"research,area:tracker","Concrete mutation method, per-target files, minimum-per-target floor, clean termination.",2026-07-06T18:11:14-1000
517,research: audit TIL docs vs RULES.md coverage,research,2,1.0,5,10.0,16,,,1,0,"research,area:tracker","Thorough scope/deliverable/termination; TIL-corpus audit, no code risk, timeboxed.",2026-07-06T18:11:14-1000
656,Implement PM 5-regrab ledge-intangibility cutoff,dev,2,1.0,5,10.0,17,,,1,0,"enhancement,area:entities",Primary-sourced (PMDT quote) core anti-plank mechanic; concrete acceptance test; unblocks #657/#658,2026-07-06T18:11:14-1000
18,Scope & complete the screen system,dev,2,0.8,5,8.0,18,,,1,0,"enhancement,area:screens","Files named, spike-first process is sound, but no concrete DoD until spike runs; gates several other tickets.",2026-07-06T18:11:14-1000
288,decision: act on cross-cutting-concerns catalog,decision,2,0.8,5,8.0,19,,,1,0,"decision,area:tracker","5 bundled decisions each w/ options+recommendation; human-routed prioritization, not docs content",2026-07-06T18:11:14-1000
506,DEV(entities): respawn invincibility (slice 1/#482),dev,1.5,1.0,5,7.5,20,,,1,0,"enhancement,area:display,area:entities",Precise file:line refs + able-to-fail acceptance; blocked by #513-derived registry refactor.,2026-07-06T18:11:14-1000
553,research: catalogue current controls vs PM/GC,research,1.5,1.0,5,7.5,21,,,1,0,"research,area:entities",Fully scoped inventory across 4 named files; sequenced after #477 (thread 1),2026-07-06T18:11:14-1000
554,decision: keyboard control fidelity scope,decision,1.5,1.0,5,7.5,22,,,1,0,"decision,area:entities","No affected-files section (decision ticket, expected); clear questions + explicit output",2026-07-06T18:11:14-1000
651,Diagnose decision-churn causes + guardrails,research,1.5,1.0,5,7.5,23,,,1,0,"research,area:tracker",Detailed mitigation-research ticket w/ traceable guardrail proposals; carries no area label,2026-07-06T18:11:14-1000
65,Decision: canonical dodge speed & duration,decision,1,1.0,7,7.0,24,,,1,0,"decision,area:combat","Config constants named; 3 options; adds sub-question of per-dodge-type split, slightly softening success clarity.",2026-07-06T18:11:14-1000
66,Decision: shield-then-direction air dodge,decision,1,1.0,7,7.0,25,,,1,0,"decision,area:combat","3 clear options, well-grounded by #62; may need a PM-research precursor but decision itself is well-framed.",2026-07-06T18:11:14-1000
336,DEV: respawn countdown near stock/damage HUD,dev,1,1.0,7,7.0,26,,,1,0,"enhancement,area:display",Location/content already decided with owner; names fighter.py respawn_timer + render_battle.py HUD,2026-07-06T18:11:14-1000
354,research/proposal: lccjs sound approach + menu UX,research,1,1.0,7,7.0,27,,,1,0,"research,area:screens","Clear deliverable (review+proposal comment) but bundles 3 sub-topics: backend, review, UX.",2026-07-06T18:11:14-1000
363,DEV: reactive spot-dodge (in-place evade),dev,1,1.0,7,7.0,28,,,1,0,"enhancement,area:combat","Full seam, acceptance checklist, and estimate; single well-scoped AI-defense addition.",2026-07-06T18:11:14-1000
428,Showcase: aerials beat — Nalio fair/uair/dair,dev,1,1.0,7,7.0,29,,,1,0,"enhancement,area:watch","Precise input mapping, acceptance, and files given; aerial choice/count slightly open.",2026-07-06T18:11:14-1000
430,Showcase: defensive-options beat (dodges),dev,1,1.0,7,7.0,30,,,1,0,"enhancement,area:watch","Mechanism, files, and acceptance all concrete; two dodges scripted as one motivated beat.",2026-07-06T18:11:14-1000
431,Showcase: ledge-getup variants (roll/attack/jump),dev,1,1.0,7,7.0,31,,,1,0,"enhancement,area:watch",Single beat but exact getup variant + trigger unconfirmed ('confirm from ledge logic') — borderline.,2026-07-06T18:11:14-1000
613,RESEARCH: dizzy-while-airborne cancel rules,research,1,1.0,7,7.0,32,,,1,0,"research,area:entities",Well-scoped findings-only spike with sourcing rules; taxonomy places dizzy state under entities.,2026-07-06T18:11:14-1000
677,Base Skin colour-themes for Nalio/Narz/Birky,dev,1,1.0,7,7.0,33,,,1,0,"enhancement,area:entities",Well-scoped cosmetic Skin data change; explicit out-of-scope; ports cleanly through #672 refactor,2026-07-06T18:11:14-1000
527,architect: two-layer intangibility model design,research,2,1.0,3,6.0,34,,,1,0,"research,area:entities",Exceptionally thorough design ticket w/ explicit ratify-before-DEV gate,2026-07-06T18:11:14-1000
416,decision: char_select focus-feedback consistency,decision,0.5,1.0,10,5.0,35,,,1,0,"decision,area:screens",Decision ticket w/ 3 clear sub-questions and defined output (comment + optional DEV child).,2026-07-06T18:11:14-1000
535,docs: backfill invuln+respawn rows in register,research,0.5,1.0,10,5.0,36,,,1,0,"research,area:docs","Small well-scoped backfill; content is PM-mechanics reference, not contributor/setup docs",2026-07-06T18:11:14-1000
605,Spike: inventory pycats-divergent mechanics,research,1,1.0,5,5.0,37,,,1,0,"research,area:docs","Checkable completeness gate, exact files swept, ~60m box; feeds #604's doc — no area label yet.",2026-07-06T18:11:14-1000
654,Research: git-bug as offline issue mirror,research,1,1.0,5,5.0,38,,,1,0,"research,area:tracker",Well-scoped spike w/ concrete recipe-doc deliverable; install explicitly gated/deferred,2026-07-06T18:11:14-1000
676,Recolor char-select tile with cycled skin,dev,1,1.0,5,5.0,39,,,1,0,"enhancement,area:screens",Bundles tile-recolor + FCFS skin-lock in one ticket; sequenced after unbuilt #672 Phase 1,2026-07-06T18:11:14-1000
679,chore: refresh ICE ranking CSV + area-label audit,dev,1,1.0,5,5.0,40,,,1,0,"enhancement,area:tracker",This ICE+area audit pass; CSV refresh + label corrections across the open queue,2026-07-06T18:11:14-1000
50,Migrate free-form TODO comments to PDD,dev,2,0.8,3,4.8,41,,,1,0,"enhancement,area:tracker","Clear DoD (grep count to 0) but explicitly an ongoing incremental process, not a single unit of work.",2026-07-06T18:11:14-1000
552,ARCH spike: scope fixed ledge-invuln burst,research,1.5,1.0,3,4.5,42,,,1,0,"research,area:entities","Exceptionally detailed spike w/ seam map, Q1-6, termination criteria; destaled 2026-07-06",2026-07-06T18:11:14-1000
555,spike: N-controller input architecture (KB+GC),research,1.5,1.0,3,4.5,43,,,1,0,"research,area:entities",Thorough spike w/ concrete seams+questions; orthogonal to sibling decision #554,2026-07-06T18:11:14-1000
217,DEV: cat-paw primitives at hitbox positions,dev,0.5,1.0,7,3.5,44,,,1,0,"enhancement,area:display","Fully scoped render-only slice, exact files/line refs, explicit golden-parity acceptance criteria.",2026-07-06T18:11:14-1000
243,research: per-character waveland traction model,research,0.5,1.0,7,3.5,45,,,1,0,"research,area:combat",Single sharp model-first-then-source question; ticket itself flags Priority: Low until #117 lands,2026-07-06T18:11:14-1000
391,DEV: color menu toggle buttons by state,dev,0.5,1.0,7,3.5,46,,,1,0,"enhancement,area:screens","Frozen decisions, exact RGB shades, seam+signature, and an explicit red/green acceptance test.",2026-07-06T18:11:14-1000
548,DEV: parallel terminology for toggle labels,dev,0.5,1.0,7,3.5,47,,,1,0,"enhancement,area:screens","Pair-work; convention doc + code update are coupled, jointly decided via grill-with-docs",2026-07-06T18:11:14-1000
551,DEV: background-independent HUD legibility,dev,0.5,1.0,7,3.5,48,,,1,0,"enhancement,area:display","Clean single-file DEV, measurable contrast acceptance; sequenced after #545",2026-07-06T18:11:14-1000
567,feat(render): subtle idle breathing animation,dev,0.5,1.0,7,3.5,49,,,1,0,"enhancement,area:display",Clear scope/acceptance/test requirement; file pointer is general (render_battle.py + entities/).,2026-07-06T18:11:14-1000
648,Expose testcat in watch.py sim CLI,dev,0.5,1.0,7,3.5,50,,,1,0,"enhancement,area:watch","Dev-only CLI exposure + palette wiring; well-scoped, golden-safe acceptance criteria",2026-07-06T18:11:14-1000
442,DEV: stats logging for players with saved profiles,dev,0.5,1.0,5,2.5,51,,,1,0,"enhancement,area:screens","Blocked by #441; else fully specified w/ acceptance, files, and out-of-scope — READY once unblocked.",2026-07-06T18:11:14-1000
549,research: hold-to-act hint discoverability,research,0.5,1.0,5,2.5,52,,,1,0,"research,area:screens",Time-boxed audit w/ concrete per-screen conclusion format; P3 low priority,2026-07-06T18:11:14-1000
550,DEV: HUD visual hierarchy (Damage/Lives),dev,0.5,1.0,5,2.5,53,,,1,0,"enhancement,area:display",Two testable acceptance criteria (layout+scaling test); sequenced after #545,2026-07-06T18:11:14-1000
594,research: fighter-on-fighter collision rules,research,0.5,1.0,5,2.5,54,,,1,0,"research,area:entities","5 crisp questions with a stated termination gate; deferred post-v1, resolve_player_push named.",2026-07-06T18:11:14-1000
603,DEV post-v1: crawl (per-cat can_crawl gate),dev,0.5,1.0,5,2.5,55,,,1,0,"enhancement,area:entities",Sourced roster + approach from #592; crawl-speed value gated behind a separate decision ticket.,2026-07-06T18:11:14-1000
20,Add hold-B-to-menu circular progress indicator,dev,0.5,0.8,5,2.0,56,,,1,0,"enhancement,area:screens","Single small feature but very thin spec: no hold-duration value, no file paths; would need clarifying questions.",2026-07-06T18:11:14-1000
361,DEV: menu activation feedback (press-pop/invalid),dev,0.5,0.8,5,2.0,57,,,1,0,"enhancement,area:screens",Bundles press-pop + invalid-cue together; no concrete file path for the seam beyond OptionsMenu.update.,2026-07-06T18:11:14-1000
51,Research (blocked #38): off-stage KO stacking,research,0.25,1.0,7,1.75,58,,,1,0,"research,area:combat","Deterministic repro + repro script cited; explicitly deferred/blocked on #38, so impact is low until unblocked.",2026-07-06T18:11:14-1000
201,pmtools claim allows multiple live claims/agent,dev,2,0.8,1,1.6,59,,,1,0,"enhancement,area:tracker","Clear WIP-cap complaint w/ evidence + acceptance, but fix lives in pmtools (cross-repo), not pycats.",2026-07-06T18:11:14-1000
400,DEV: hit on vulnerable ledge-hanger lacks knockback,dev,0.5,1.0,3,1.5,60,,,1,0,"enhancement,area:entities",Clear repro/expected-actual but no explicit Acceptance section; blocked+deferred post-v1.,2026-07-06T18:11:14-1000
479,DEV: profile create/select UI in char-select,dev,0.5,1.0,3,1.5,61,,,1,0,"enhancement,area:screens","Fully spec'd, but blocked by #471/#478 with no 'blocked' label applied — labeling gap.",2026-07-06T18:11:14-1000
460,feat(screens): end-of-battle stats screen,dev,0.5,0.8,3,1.2,62,,,1,0,"enhancement,area:screens",Body itself says 'Scope (rough — spec when pulled in)'; acceptance criteria not yet concrete.,2026-07-06T18:11:14-1000
508,DEV(post-v1): skip-to-next-section fast-forward,dev,0.5,0.8,3,1.2,63,,,1,0,"enhancement,area:watch",Blocked on #507's key-binding model; acceptance criteria explicitly deferred until then.,2026-07-06T18:11:14-1000
134,Versioning/changelog screen missing in-app,dev,0.5,0.5,3,0.75,64,,,1,0,"enhancement,area:screens",Multiple open decisions (data source/menu location) unresolved before scope/file targets are clear.,2026-07-06T18:11:14-1000
104,Icebox: parked feel/polish features from TODOs,dev,0.5,0.5,1,0.25,65,,,1,0,"enhancement,area:entities","Explicitly not-for-action holding pen; grab-bag across areas; code sites already stale, promote items individually.",2026-07-06T18:11:14-1000
604,docs: create custom-pycats-mechanics.md,docs,1,1.0,7,7.0,,,,0,0,"documentation,area:docs","8 seed entries pre-written, acceptance concrete; carries 'parent' label but is a single doc deliverable.",2026-07-06T18:11:14-1000
185,tracker: pycats major initiatives orientation map,docs,1,0.8,7,5.6,,,,0,0,"documentation,area:tracker","Living pointer doc indexing umbrellas; success = 'keep updated', not a fixed done-state.",2026-07-06T18:11:14-1000
271,Tracker: source/playtest Nalio-fireball constants,research,1,1.0,5,5.0,,,,0,0,"research,area:combat","5 named ⚠GUESS constants in nalio_cat.py/attack.py, clear derive-vs-playtest approach + acceptance",2026-07-06T18:11:14-1000
142,Epic: Phase 2 — Moveset (seam + Nalio's kit),epic,2,0.8,3,4.8,,,,0,0,"enhancement,area:combat","Moveset umbrella w/ clear exit condition but 5 child slices + sub-system gates, not single deliverable.",2026-07-06T18:11:14-1000
168,Epic: architecture-review follow-ups (docs+ADRs),epic,1.5,0.8,3,3.6,,,,0,0,"enhancement,area:docs",Epic listing 3 parked ADR decisions + docs seeding; each decision underspecified until ruled.,2026-07-06T18:11:14-1000
228,Epic: Birky — Kirby-archetype cat fighter,epic,1.5,0.8,3,3.6,,,,0,0,"enhancement,area:combat",Per-character epic w/ some slices done; special/further kit + selectability still TBD; container.,2026-07-06T18:11:14-1000
261,Tracker: Birky's remaining non-data work,dev,1.5,0.8,3,3.6,,,,0,0,"enhancement,area:combat",3 clear items (fast-fall/specials-spike/selectability) w/ named lines; item 3 explicitly area:screens,2026-07-06T18:11:14-1000
294,Epic: Narz — Marth-archetype cat fighter,epic,1.5,0.8,3,3.6,,,,0,0,"enhancement,area:combat",Most moveset slices done; remaining deferred specials + char-select wiring not yet scoped as children,2026-07-06T18:11:14-1000
388,Epic: walk/dash/run movement layer (#374 design),epic,1.5,0.8,3,3.6,,,,0,0,"enhancement,area:entities","Epic w/ 6 ordered slices, no single acceptance; genuinely multi-ticket, not one deliverable.",2026-07-06T18:11:14-1000
24,Research umbrella: Brawl/PM fighter states,epic,1,0.8,3,2.4,,,,0,0,"enhancement,area:combat","4 lazily-decomposed research threads (state graph, shield-pushback, PM deviation, collision order); doc refs given.",2026-07-06T18:11:14-1000
117,Epic: 5 cat fighters as PM archetypes,epic,1,0.8,3,2.4,,,,0,0,"enhancement,area:combat","Strong archetype spec + touchpoints; gated on #38, multi-phase decomposition, no single deliverable.",2026-07-06T18:11:14-1000
127,Epic: alt-skin/colour-palette per character,epic,1,0.8,3,2.4,,,,0,0,"enhancement,area:screens","3-part epic; Part2 shipped as #221; good touchpoints but no single deliverable, container shape.",2026-07-06T18:11:14-1000
192,Tracker: replace guessed air-dodge tuning values,research,1,0.8,3,2.4,,,,0,0,"research,area:combat",Tracker for resolving GUESSED_VALUES_TO_RESEARCH.md rows one at a time; no single completion point.,2026-07-06T18:11:14-1000
231,Epic: CPU difficulty levels + named-character setup,epic,1,0.8,3,2.4,,,,0,0,"enhancement,area:combat","Umbrella scoping 5 threads (CPU levels, char select, moveset CPU, plumbing, demo); no single deliverable yet.",2026-07-06T18:11:14-1000
438,Epic: user profiles & custom keybindings,epic,1,0.8,3,2.4,,,,0,0,"enhancement,area:screens","Coordinating epic, no code/acceptance; scope is 4 child slices not one deliverable.",2026-07-06T18:11:14-1000
476,Epic(research): PM input-handling parity,epic,1,0.8,3,2.4,,,,0,0,"enhancement,area:entities","3-question umbrella index w/ checklist of child threads; no code paths, not a single deliverable.",2026-07-06T18:11:14-1000
482,Epic: full-PM respawn model,epic,1,0.8,3,2.4,,,,0,0,"enhancement,area:entities",Container by design (decompose slices one at a time); slices 2/7 add a rendered platform+flash.,2026-07-06T18:11:14-1000
566,Tracker: complete 3 archetypes (gap pipeline),epic,1,0.8,3,2.4,,,,0,0,"enhancement,area:tracker",Provisional gap clusters A-F explicitly say 'confirm/expand via #561' — not yet actionable as-is.,2026-07-06T18:11:14-1000
619,Epic: in-game tutorial simulations (ScreenMgr),epic,1,0.8,3,2.4,,,,0,0,"enhancement,area:watch","Ratified design (#507), files named, but 2 dependent child slices remain unfiled — not single.",2026-07-06T18:11:14-1000
631,research umbrella: quantify decision churn,epic,1,0.8,3,2.4,,,,0,0,"enhancement,area:tracker","Umbrella defers real work to 2 unfiled children (Child A/B); no files, no single deliverable yet.",2026-07-06T18:11:14-1000
672,Epic: decomplect skin/palette/char-select model,epic,1,0.8,3,2.4,,,,0,0,"enhancement,area:entities,area:tracker",Umbrella research epic w/ ratified decisions and children filed one-at-a-time; appropriately non-single,2026-07-06T18:11:14-1000
264,Epic: architecture re-review follow-ups (#252),epic,1,0.5,3,1.5,,,,0,0,"enhancement,area:tracker",Mostly complete (7/8 checked); only #319 (tuning drift-guard) remains open under this tracker,2026-07-06T18:11:14-1000
125,Epic: Nalio attack VISUALS (claw/fist juice),epic,0.5,0.8,3,1.2,,,,0,0,"enhancement,area:display","De-staled visuals umbrella, only remaining polish; no file paths, children filed one-at-a-time; post-v1.",2026-07-06T18:11:14-1000
544,Epic: a11y/UX polish follow-ups (#346),epic,0.5,0.8,3,1.2,,,,0,0,"enhancement,area:screens","Container tracker, not directly workable by design; children split display/screens evenly",2026-07-06T18:11:14-1000
558,Epic: PM invincibility blink/flicker research,epic,0.5,0.8,3,1.2,,,,0,0,"enhancement,area:display",3 child threads sketched but explicitly 'decompose for real at pickup' — deferred cosmetic epic.,2026-07-06T18:11:14-1000
661,"Epic: stage registry, select screen, 5 stages",epic,0.5,0.8,3,1.2,,,,0,0,"enhancement,area:entities,area:screens",post-v1 3-piece epic; stage/platform geometry doesn't fit area:entities (not Fighter state machine),2026-07-06T18:11:14-1000
638,Epic: PM primary-source data-verification pass,epic,1,0.8,1,0.8,,,,0,0,"enhancement,area:tracker","Epic needs human hardware actions (disc dump/emulator); foundational but very-hard, no explicit out-of-scope",2026-07-06T18:11:14-1000
267,Epic: PM ledge mechanics — v1 follow-ups,epic,1.5,0.5,1,0.75,,,,0,0,"enhancement,area:entities","9 deferred slices (getup options, decay, PM edge-hog fidelity, teching...); body itself tags entities+combat",2026-07-06T18:11:14-1000
308,Epic: Nalio-vs-Birky feature-showcase demo,epic,1,0.5,1,0.5,,,,0,0,"enhancement,area:watch","No-code tracker; children filed one at a time, captions child in progress, choreography/script not filed",2026-07-06T18:11:14-1000
347,Epic (deferred): 'Rounds Mode' card-draft mode,epic,0.5,0.5,1,0.25,,,,0,0,"enhancement,area:combat","Deferred+blocked vision doc; 7 open questions, no engine/UI decided; explicitly not to start",2026-07-06T18:11:14-1000
